SourceProductName,SKU details
LLA_Apple_Watch_Series_8_Graphite_Stainless_Steel_Case,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_Watch_Series_8_Graphite_Stainless_Steel_Case"",""Pricing_Details"":[{""Total_price"":""699.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Graphite Stainless Steel Case"",""Size"":""45mm"",""SKU_details"":[{""SKU_code"":""105014"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Graphite Milanese Loop""}]},{""Total_price"":""649.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Graphite Stainless Steel Case"",""Size"":""45mm"",""SKU_details"":[{""SKU_code"":""105257"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Midnight Sport Band SM""},{""SKU_code"":""105258"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Midnight Sport Band ML""}]},{""Total_price"":""649.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Graphite Stainless Steel Case"",""Size"":""41mm"",""SKU_details"":[{""SKU_code"":""105237"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Graphite Milanese Loop""}]},{""Total_price"":""599.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Graphite Stainless Steel Case"",""Size"":""41mm"",""SKU_details"":[{""SKU_code"":""105247"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Midnight Sport Band SM""},{""SKU_code"":""105248"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Midnight Sport Band ML""}]}]}]}"
LLA_Apple_Watch_Series_8_Midnight_Aluminum_Case,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_Watch_Series_8_Midnight_Aluminum_Case"",""Pricing_Details"":[{""Total_price"":""479.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Midnight Aluminum Case"",""Size"":""45mm"",""SKU_details"":[{""SKU_code"":""105249"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Midnight Sport Band SM""},{""SKU_code"":""105015"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Midnight Sport Band ML""}]},{""Total_price"":""449.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Midnight Aluminum Case"",""Size"":""41mm"",""SKU_details"":[{""SKU_code"":""105022"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Midnight Sport Band ML""}]}]}]}"
LLA_Apple_Watch_Series_8_Red_Aluminum_Case,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_Watch_Series_8_Red_Aluminum_Case"",""Pricing_Details"":[{""Total_price"":""449.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Red Aluminum Case"",""Size"":""41mm"",""SKU_details"":[{""SKU_code"":""105241"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Red Sport Band SM""},{""SKU_code"":""105242"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Red Sport Band ML""}]},{""Total_price"":""479.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Red Aluminum Case"",""Size"":""45mm"",""SKU_details"":[{""SKU_code"":""105251"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Red Sport Band SM""},{""SKU_code"":""105252"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Red Sport Band ML""}]}]}]}"
LLA_Apple_Watch_Series_8_Silver_Stainless_Steel_Case,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_Watch_Series_8_Silver_Stainless_Steel_Case"",""Pricing_Details"":[{""Total_price"":""699.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Silver Stainless Steel Case"",""Size"":""45mm"",""SKU_details"":[{""SKU_code"":""105012"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Silver Milanese Loop""}]},{""Total_price"":""649.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Silver Stainless Steel Case"",""Size"":""45mm"",""SKU_details"":[{""SKU_code"":""105253"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""White Sport Band SM""},{""SKU_code"":""105254"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""White Sport Band ML""}]},{""Total_price"":""649.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Silver Stainless Steel Case"",""Size"":""41mm"",""SKU_details"":[{""SKU_code"":""105235"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Silver Milanese Loop""}]},{""Total_price"":""599.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Silver Stainless Steel Case"",""Size"":""41mm"",""SKU_details"":[{""SKU_code"":""105243"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""White Sport Band SM""},{""SKU_code"":""105244"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""White Sport Band ML""}]}]}]}"
LLA_Apple_Watch_Series_8_Starlight_Aluminum_Case,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_Watch_Series_8_Starlight_Aluminum_Case"",""Pricing_Details"":[{""Total_price"":""479.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Starlight Aluminum Case"",""Size"":""45mm"",""SKU_details"":[{""SKU_code"":""105016"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight Sport Band ML""},{""SKU_code"":""105250"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight Sport Band SM""}]},{""Total_price"":""449.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Starlight Aluminum Case"",""Size"":""41mm"",""SKU_details"":[{""SKU_code"":""105240"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight Sport Band ML""},{""SKU_code"":""105239"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight Sport Band SM""}]}]}]}"
LLA_Apple_Watch_Series_9,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_Watch_Series_9"",""Pricing_Details"":[{""Total_price"":""499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""AT Midnight Case"",""Size"":""41mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""108177"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Midnight Band""},{""SKU_code"":""108747"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Midnight Band SM""}]},{""Total_price"":""499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""AT Pink Case"",""Size"":""41mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""108178"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Light Pink Band""},{""SKU_code"":""108752"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Light Pink Band ML""},{""SKU_code"":""108749"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Light Pink Band SM""}]},{""Total_price"":""499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""AT Silver Case"",""Size"":""41mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""108748"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Storm Blue Band SM""},{""SKU_code"":""108746"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Starlight Band SM""}]},{""Total_price"":""499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""AT Starlight Case"",""Size"":""41mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""108753"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Starlight Band""}]},{""Total_price"":""499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Starlight Aluminum Case"",""Size"":""41mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""105591"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight SM""},{""SKU_code"":""105592"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight ML""},{""SKU_code"":""105593"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight""}]},{""Total_price"":""499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Silver Aluminum Case"",""Size"":""41mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""105594"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue SM""},{""SKU_code"":""105595"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue ML""},{""SKU_code"":""105596"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue""}]},{""Total_price"":""499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Pink Aluminum Case"",""Size"":""41mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""105597"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Pink SM""},{""SKU_code"":""105598"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Pink ML""},{""SKU_code"":""105599"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Pink""}]},{""Total_price"":""529.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""AT Midnight Case"",""Size"":""45mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""108184"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Midnight Band ML""},{""SKU_code"":""108179"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Midnight Band SM""}]},{""Total_price"":""529.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""AT Pink Case"",""Size"":""45mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""108190"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Light Pink Band""}]},{""Total_price"":""529.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""AT Starlight Case"",""Size"":""45mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""108188"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Starlight Band""}]},{""Total_price"":""529.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Starlight Aluminum Case"",""Size"":""45mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""105600"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight SM""},{""SKU_code"":""105601"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight ML""},{""SKU_code"":""105602"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight""}]},{""Total_price"":""529.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Silver Aluminum Case"",""Size"":""45mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""105603"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue SM""},{""SKU_code"":""105604"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue ML""},{""SKU_code"":""105605"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue""}]},{""Total_price"":""529.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Pink Aluminum Case"",""Size"":""45mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""105606"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Pink SM""},{""SKU_code"":""105607"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Pink ML""},{""SKU_code"":""105608"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Pink""}]}]}]}"
LLA_Apple_Watch_Series_9_NEW,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_Watch_Series_9_NEW"",""Pricing_Details"":[{""Total_price"":""499.00"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Starlight Aluminum Case"",""Size"":""41mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""106092"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight ML""},{""SKU_code"":""106093"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight""}]},{""Total_price"":""499.00"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Silver Aluminum Case"",""Size"":""41mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""106097"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue SM""}]},{""Total_price"":""529.00"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Starlight Aluminum Case"",""Size"":""45mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""106113"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Starlight ML""}]},{""Total_price"":""529.00"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Silver Aluminum Case"",""Size"":""45mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""106118"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue SM""},{""SKU_code"":""106119"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue ML""}]},{""Total_price"":""529.00"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Pink Aluminum Case"",""Size"":""45mm"",""Pre_Order"":""N"",""SKU_details"":[{""SKU_code"":""106122"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Pink ML""},{""SKU_code"":""106123"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Pink""}]}]}]}"
LLA_Apple_Watch_Ultra,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_Watch_Ultra"",""Pricing_Details"":[{""Total_price"":""699.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Titanium Case"",""Size"":""49mm"",""SKU_details"":[{""SKU_code"":""108509"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Midnight Ocean Sport Band""},{""SKU_code"":""108511"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Green Alpine Loop""},{""SKU_code"":""105274"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""BLACK GRAY TRAIL LOOP ML""},{""SKU_code"":""105273"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""BLACK GRAY TRAIL LOOP SM""},{""SKU_code"":""105269"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""GREEN ALPINE LOOP LARGE""},{""SKU_code"":""105268"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""GREEN ALPINE LOOP MEDIUM""},{""SKU_code"":""105265"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""GREEN ALPINE LOOP SMALL""},{""SKU_code"":""105267"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""ORANGE ALPINE LOOP LARGE""},{""SKU_code"":""105272"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""STARLIGHT ALPINE LOOP LARGE""},{""SKU_code"":""105271"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""STARLIGHT ALPINE LOOP MEDIUM""},{""SKU_code"":""105270"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""STARLIGHT ALPINE LOOP SMALL""},{""SKU_code"":""105264"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""YELLOW OCEAN BAND""},{""SKU_code"":""105266"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""YELLOW BEIGE TRAIL LOOP SM""},{""SKU_code"":""105023"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue Gray Trail Loop ML""},{""SKU_code"":""105263"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""White Ocean""},{""SKU_code"":""105019"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Midnight Ocean Band""},{""SKU_code"":""105018"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""BLUE GRAY TRAIL LOOP SM""},{""SKU_code"":""105020"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""ORANGE ALPINE LOOP MEDIUM""},{""SKU_code"":""105017"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""ORANGE ALPINE LOOP SMALL""},{""SKU_code"":""105021"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""YELLOW BEIGE TRAIL LOOP ML""}]}]}]}"
LLA_Apple_Watch_Ultra_2,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_Watch_Ultra_2"",""Pricing_Details"":[{""Total_price"":""799.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Titanium Case"",""Pre_Order"":""N"",""Size"":""49mm"",""SKU_details"":[{""SKU_code"":""108727"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Blue Band""},{""SKU_code"":""108724"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""AT Ocean Band""},{""SKU_code"":""105568"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""White Ocean Band""},{""SKU_code"":""105569"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Orange Ocean Band""},{""SKU_code"":""105570"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue Ocean Band""},{""SKU_code"":""105571"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Orange Beige Trail Loop SM""},{""SKU_code"":""105572"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Orange Beige Trail Loop ML""},{""SKU_code"":""105573"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Olive Alpine Loop M""},{""SKU_code"":""105574"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Olive Alpine Loop L""},{""SKU_code"":""105575"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue Alpine Loop M""},{""SKU_code"":""105577"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Green Gray Trail Loop SM""},{""SKU_code"":""105576"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Green Gray Trail Loop ML""},{""SKU_code"":""105578"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue Black Trail Loop ML""}]},{""Total_price"":""799.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Natural Titanium"",""Pre_Order"":""N"",""Size"":""49mm"",""SKU_details"":[{""SKU_code"":""108874"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue Trail Loop ML""}]},{""Total_price"":""799.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Black Titanium"",""Pre_Order"":""N"",""Size"":""49mm"",""SKU_details"":[{""SKU_code"":""108875"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Black Trail Loop ML""}]}]}]}"
LLA_Apple_Watch_Ultra_2_NEW,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_Watch_Ultra_2_NEW"",""Pricing_Details"":[{""Total_price"":""799.00"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Titanium Case"",""Pre_Order"":""N"",""Size"":""49mm"",""SKU_details"":[{""SKU_code"":""106139"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""White Ocean Band""},{""SKU_code"":""106138"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Orange Ocean Band""},{""SKU_code"":""106137"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue Ocean Band""},{""SKU_code"":""106149"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Orange Beige Trail Loop SM""},{""SKU_code"":""106150"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Orange Beige Trail Loop ML""},{""SKU_code"":""106147"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Olive Alpine Loop M""},{""SKU_code"":""106148"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Olive Alpine Loop L""},{""SKU_code"":""106154"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Blue Black Trail Loop ML""}]}]}]}"
LLA_Apple_iPad_10th_Gen_2022,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_10th_Gen_2022"",""Pricing_Details"":[{""Total_price"":""599.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""11 inch"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""108581"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108583"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink""},{""SKU_code"":""105210"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105212"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""105209"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""105211"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Yellow""}]},{""Total_price"":""749.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""11 inch"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""105214"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105213"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""105215"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Yellow""},{""SKU_code"":""105216"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""}]}]}]}"
LLA_Apple_iPad_9th_Gen_2021_64GB,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_9th_Gen_2021_64GB"",""Pricing_Details"":[{""Total_price"":""459.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.2 inch"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""108305"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""},{""SKU_code"":""105205"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""},{""SKU_code"":""105206"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]},{""Total_price"":""609.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.2 inch"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""105207"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""},{""SKU_code"":""105208"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]}]}]}"
LLA_Apple_iPad_A16,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_A16"",""Pricing_Details"":[{""Total_price"":""499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""11 inch"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109246"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""}]}]}]}"
LLA_Apple_iPad_Air_11_M3,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Air_11_M3"",""Pricing_Details"":[{""Total_price"":""749.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""11 inch"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109249"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gray""}]}]}]}"
LLA_Apple_iPad_Air_11_inch_M2,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Air_11_inch_M2"",""Pricing_Details"":[{""Total_price"":""749.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""11-inch"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""106337"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""}]}]}]}"
LLA_Apple_iPad_Air_13_M3,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Air_13_M3"",""Pricing_Details"":[{""Total_price"":""1049.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""13 inch"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""109250"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""}]}]}]}"
LLA_Apple_iPad_Air_13_inch_M2,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Air_13_inch_M2"",""Pricing_Details"":[{""Total_price"":""1049.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""13-inch"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""106353"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""}]}]}]}"
LLA_Apple_iPad_Air_4_Gen,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Air_4_Gen"",""Pricing_Details"":[{""Total_price"":""549.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.9 inch"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""108588"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108586"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Rose Gold""},{""SKU_code"":""108585"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""}]}]}]}"
LLA_Apple_iPad_Air_5th_Gen_2022,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Air_5th_Gen_2022"",""Pricing_Details"":[{""Total_price"":""649.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.9 inch"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""108391"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""},{""SKU_code"":""104992"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""},{""SKU_code"":""104993"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""104995"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""},{""SKU_code"":""105000"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""104994"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""}]},{""Total_price"":""899.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.9 inch"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""105001"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""104997"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""104998"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""104999"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""},{""SKU_code"":""104996"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""}]}]}]}"
