SourceProductName,SKU details
LLA_Apple_iPad_Mini_6th_Gen_2022,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Mini_6th_Gen_2022"",""Pricing_Details"":[{""Total_price"":""649.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""8.3 inch"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""108306"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""},{""SKU_code"":""105223"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""105218"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""},{""SKU_code"":""105219"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""105217"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""}]},{""Total_price"":""799.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""8.3 inch"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108307"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""},{""SKU_code"":""105221"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""},{""SKU_code"":""105222"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""105224"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""105220"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""}]}]}]}"
LLA_Apple_iPad_Mini_A17,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Mini_A17"",""Pricing_Details"":[{""Total_price"":""649.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""8.3 inch"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109013"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gray""}]}]}]}"
LLA_Apple_iPad_Pro_11_inch_2022,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Pro_11_inch_2022"",""Pricing_Details"":[{""Total_price"":""949.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.9 inch"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108576"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""},{""SKU_code"":""105226"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""105225"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""}]},{""Total_price"":""1099.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.9 inch"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""105228"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""105227"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""}]},{""Total_price"":""1299.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.9 inch"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""105230"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""105229"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""}]},{""Total_price"":""1699.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.9 inch"",""Capacity"":""1TB"",""SKU_details"":[{""SKU_code"":""105232"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""105231"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""}]},{""Total_price"":""2099.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.9 inch"",""Capacity"":""2TB"",""SKU_details"":[{""SKU_code"":""105234"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""105233"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""}]}]}]}"
LLA_Apple_iPad_Pro_11_inch_M4,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Pro_11_inch_M4"",""Pricing_Details"":[{""Total_price"":""1199.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""11-inch"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""106328"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]}]}]}"
LLA_Apple_iPad_Pro_12_9_inch_2022,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Pro_12_9_inch_2022"",""Pricing_Details"":[{""Total_price"":""1399.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""12.9 inch"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108578"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""},{""SKU_code"":""105004"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""},{""SKU_code"":""105005"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]},{""Total_price"":""1299.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""12.9 inch"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108577"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""},{""SKU_code"":""105002"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""},{""SKU_code"":""105003"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]},{""Total_price"":""1599.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""12.9 inch"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""105006"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""},{""SKU_code"":""105007"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]},{""Total_price"":""1999.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""12.9 inch"",""Capacity"":""1TB"",""SKU_details"":[{""SKU_code"":""105008"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""},{""SKU_code"":""105009"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]},{""Total_price"":""2399.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""12.9 inch"",""Capacity"":""2TB"",""SKU_details"":[{""SKU_code"":""105010"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Gray""},{""SKU_code"":""105011"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]}]}]}"
LLA_Apple_iPad_Pro_13_inch_M4,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Pro_13_inch_M4"",""Pricing_Details"":[{""Total_price"":""1499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""13-inch"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""106331"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Black""}]}]}]}"
LLA_Apple_iPad_Pro_5th_Gen,"{""Device_Details"":[{""Family"":""ipad/Tablet"",""ProductCode"":""LLA_Apple_iPad_Pro_5th_Gen "",""Pricing_Details"":[{""Total_price"":""1499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""12.9 inch"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108176"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""}]},{""Total_price"":""1129.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""12.9 inch"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108751"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""}]}]}]}"
LLA_Apple_iWatch_S11,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_iWatch_S11"",""Pricing_Details"":[{""Total_price"":""499.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Jet Black Aluminium"",""Pre_Order"":""N"",""Size"":""42mm"",""SKU_details"":[{""SKU_code"":""109411"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Black Sport Band""}]},{""Total_price"":""529.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Space Gray Aluminium"",""Pre_Order"":""N"",""Size"":""46mm"",""SKU_details"":[{""SKU_code"":""109413"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Black Sport Band""}]}]}]}"
LLA_Apple_iWatch_SE,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_iWatch_SE"",""Pricing_Details"":[{""Total_price"":""299.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Midnight Aluminium"",""Pre_Order"":""N"",""Size"":""40mm"",""SKU_details"":[{""SKU_code"":""109409"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Midnight Sport Band""}]}]}]}"
LLA_Apple_iWatch_Ultra_3,"{""Device_Details"":[{""Family"":""iphone/appleWatch"",""ProductCode"":""LLA_Apple_iWatch_Ultra_3"",""Pricing_Details"":[{""Total_price"":""799.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Black Titanium"",""Pre_Order"":""N"",""Size"":""49mm"",""SKU_details"":[{""SKU_code"":""109420"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Black Alpine Loop""}]}]}]}"
LLA_Galaxy_A03s,"{""Device_Details"":[{""Family"":""samsung"",""ProductCode"":""LLA_Galaxy_A03s"",""Pricing_Details"":[{""Total_price"":""139.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""32GB"",""SKU_details"":[{""SKU_code"":""103303"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""103302"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Galaxy_A14,"{""Device_Details"":[{""Family"":""samsung"",""ProductCode"":""LLA_Galaxy_A14"",""Pricing_Details"":[{""Total_price"":""199.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""105385"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Galaxy_A15,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Galaxy_A15"",""Pricing_Details"":[{""Total_price"":""199.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""105986"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Galaxy_A16,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Galaxy_A16"",""Pricing_Details"":[{""Total_price"":""199.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109007"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Galaxy_S23_FE,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Galaxy_S23_FE"",""Pricing_Details"":[{""Total_price"":""599.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""105984"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Graphite""},{""SKU_code"":""105985"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Cream""}]}]}]}"
LLA_Galaxy_S24_FE,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Galaxy_S24_FE"",""Pricing_Details"":[{""Total_price"":""599.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109008"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""109011"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Graphite""}]}]}]}"
LLA_Galaxy_S25_FE,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Galaxy_S25_FE"",""Pricing_Details"":[{""Total_price"":""599.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109549"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Navy""}]}]}]}"
LLA_Galaxy_Tab_A9Plus,"{""Device_Details"":[{""Family"":""Samsung Tablet"",""ProductCode"":""LLA_Galaxy_Tab_A9Plus"",""Pricing_Details"":[{""Total_price"":""289.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""11-inch"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""106366"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Graphite""}]}]}]}"
LLA_Galaxy_Tab_S9FE,"{""Device_Details"":[{""Family"":""Samsung Tablet"",""ProductCode"":""LLA_Galaxy_Tab_S9FE"",""Pricing_Details"":[{""Total_price"":""549.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Size"":""10.9-inch"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""106367"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Graphite""}]}]}]}"
LLA_Galaxy_Watch6,"{""Device_Details"":[{""Family"":""SamsungWatch"",""ProductCode"":""LLA_Galaxy_Watch6"",""Pricing_Details"":[{""Total_price"":""479.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Black"",""Size"":""47mm"",""SKU_details"":[{""SKU_code"":""106368"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Black Case Fits All Band""}]},{""Total_price"":""449.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Black"",""Size"":""43mm"",""SKU_details"":[{""SKU_code"":""106369"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Black Case Fits All Band""}]},{""Total_price"":""479.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Silver"",""Size"":""47mm"",""SKU_details"":[{""SKU_code"":""106381"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Silver Case Fits All Band""}]},{""Total_price"":""449.99"",""Installment_Months"":""24 Month"",""Next_Up"":""6"",""Case"":""Silver"",""Size"":""43mm"",""SKU_details"":[{""SKU_code"":""106382"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Silver Case Fits All Band""}]}]}]}"
LLA_HMD_Vibe,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_HMD_Vibe"",""Pricing_Details"":[{""Total_price"":""139.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109100"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Charcoal""}]}]}]}"
LLA_Inseego_USB,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Inseego_USBt"",""Pricing_Details"":[{""Total_price"":""179.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""N/A"",""SKU_details"":[{""SKU_code"":""105811"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Motorola_G_2025,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Motorola_G_2025"",""Pricing_Details"":[{""Total_price"":""149.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109472"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gray""}]}]}]}"
LLA_Moxee_Mobile_Hotspot,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Moxee_Mobile_Hotspot"",""Pricing_Details"":[{""Total_price"":""69.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""N/A"",""SKU_details"":[{""SKU_code"":""103304"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Orbic_Journey_Pro,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Orbic_Journey_Pro"",""Pricing_Details"":[{""Total_price"":""79.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""8GB"",""SKU_details"":[{""SKU_code"":""109149"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Orbic_Journey_R,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Orbic_Journey_R"",""Pricing_Details"":[{""Total_price"":""79.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""1GB"",""SKU_details"":[{""SKU_code"":""104824"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Orbic_Maui,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Orbic_Maui"",""Pricing_Details"":[{""Total_price"":""79.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""16GB"",""SKU_details"":[{""SKU_code"":""104825"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Orbic_Myra,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Orbic_Myra"",""Pricing_Details"":[{""Total_price"":""299.00"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""105087"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Orbic_Speed_5G_HOTSPOT,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Orbic_Speed_5G_HOTSPOT"",""Pricing_Details"":[{""Total_price"":""299.00"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256MB"",""SKU_details"":[{""SKU_code"":""105088"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Orbic_Speed_X_Hotspot,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Orbic_Speed_X_Hotspot"",""Pricing_Details"":[{""Total_price"":""249.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""1GB"",""SKU_details"":[{""SKU_code"":""109228"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Samsung_Galaxy_A26,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_Samsung_Galaxy_A26"",""Pricing_Details"":[{""Total_price"":""299.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109226"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Samsung_Galaxy_A36,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_Samsung_Galaxy_A36"",""Pricing_Details"":[{""Total_price"":""399.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109227"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Samsung_Galaxy_A54,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_A54"",""Pricing_Details"":[{""Total_price"":""449.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""105516"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105517"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Violet""}]}]}]}"
LLA_Samsung_Galaxy_B5_Flip,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_B5_Flip"",""Pricing_Details"":[{""Total_price"":""999.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""105497"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Cream""},{""SKU_code"":""105495"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Graphite""},{""SKU_code"":""105498"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Lavender""},{""SKU_code"":""105496"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Mint""}]}]}]}"
LLA_Samsung_Galaxy_B6_Flip,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_B6_Flip"",""Pricing_Details"":[{""Total_price"":""1099.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""106375"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""106376"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Mint""},{""SKU_code"":""106377"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver Shadow""},{""SKU_code"":""106378"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Yellow""}]}]}]}"
LLA_Samsung_Galaxy_B7_Flip,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_B7_Flip"",""Pricing_Details"":[{""Total_price"":""1099.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""109374"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue Shadow""}]}]}]}"
LLA_Samsung_Galaxy_Q5_Fold,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_Q5_Fold"",""Pricing_Details"":[{""Total_price"":""1919.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""105492"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105493"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105494"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Cream""}]}]}]}"
LLA_Samsung_Galaxy_Q6_Fold,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_Q6_Fold"",""Pricing_Details"":[{""Total_price"":""1899.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""106379"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Navy""},{""SKU_code"":""106380"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""106391"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver Shadow""}]}]}]}"
LLA_Samsung_Galaxy_Q7_Fold,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_Q7_Fold"",""Pricing_Details"":[{""Total_price"":""1899.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""109461"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue Shadow""}]}]}]}"
LLA_Samsung_Galaxy_S23,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_S23"",""Pricing_Details"":[{""Total_price"":""799.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""105483"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105484"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Green""},{""SKU_code"":""105485"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""}]}]}]}"
LLA_Samsung_Galaxy_S23_Plus,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_S23_Plus"",""Pricing_Details"":[{""Total_price"":""999.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""105489"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105490"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Green""},{""SKU_code"":""105491"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Beige""}]}]}]}"
LLA_Samsung_Galaxy_S23_Ultra,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_S23_Ultra"",""Pricing_Details"":[{""Total_price"":""1199.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""105486"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105487"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Green""},{""SKU_code"":""105488"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""}]}]}]}"
LLA_Samsung_Galaxy_S24,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_S24"",""Pricing_Details"":[{""Total_price"":""799.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""105972"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Yellow""},{""SKU_code"":""105973"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Violet""},{""SKU_code"":""105974"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gray""},{""SKU_code"":""105975"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Samsung_Galaxy_S24_Plus,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_S24_Plus"",""Pricing_Details"":[{""Total_price"":""999.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""105976"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gray""},{""SKU_code"":""105977"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105978"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Violet""},{""SKU_code"":""105979"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Yellow""}]}]}]}"
